Date,AAPL,AMZN,FB,GOOGL,NFLX,^GSPC
2017-04-05,36.005001068115234,909.280029296875,141.85000610351562,848.9099731445312,143.6199951171875,2352.949951171875
2017-04-06,35.915000915527344,898.280029296875,141.1699981689453,845.0999755859375,143.74000549316406,2357.489990234375
2017-04-07,35.834999084472656,894.8800048828125,140.77999877929688,842.0999755859375,143.11000061035156,2355.5400390625
2017-04-10,35.79249954223633,907.0399780273438,141.0399932861328,841.7000122070312,143.85000610351562,2357.159912109375
2017-04-11,35.407501220703125,902.3599853515625,139.9199981689453,839.8800048828125,144.35000610351562,2353.780029296875
2017-04-12,35.45000076293945,896.22998046875,139.5800018310547,841.4600219726562,143.8300018310547,2344.929931640625
2017-04-13,35.26250076293945,884.6699829101562,139.38999938964844,840.1799926757812,142.9199981689453,2328.949951171875
2017-04-17,35.45750045776367,901.989990234375,141.4199981689453,855.1300048828125,147.25,2349.010009765625
2017-04-18,35.29999923706055,903.780029296875,140.9600067138672,853.989990234375,143.36000061035156,2342.18994140625
2017-04-19,35.16999816894531,899.2000122070312,142.27000427246094,856.510009765625,139.75999450683594,2338.169921875
2017-04-20,35.61000061035156,902.0599975585938,143.8000030517578,860.0800170898438,141.17999267578125,2355.840087890625
2017-04-21,35.567501068115234,898.530029296875,143.67999267578125,858.9500122070312,142.8699951171875,2348.68994140625
2017-04-24,35.90999984741211,907.4099731445312,145.47000122070312,878.9299926757812,143.8300018310547,2374.14990234375
2017-04-25,36.13249969482422,907.6199951171875,146.49000549316406,888.8400268554688,152.16000366210938,2388.610107421875
2017-04-26,35.91999816894531,909.2899780273438,146.55999755859375,889.1400146484375,150.1699981689453,2387.449951171875
2017-04-27,35.9474983215332,918.3800048828125,147.6999969482422,891.4400024414062,153.0800018310547,2388.77001953125
2017-04-28,35.912498474121094,924.989990234375,150.25,924.52001953125,152.1999969482422,2384.199951171875
2017-05-01,36.64500045776367,948.22998046875,152.4600067138672,932.8200073242188,155.35000610351562,2388.330078125
2017-05-02,36.877498626708984,946.9400024414062,152.77999877929688,937.0900268554688,156.4499969482422,2391.169921875
2017-05-03,36.76499938964844,941.030029296875,151.8000030517578,948.4500122070312,155.58999633789062,2388.1298828125
2017-05-04,36.63249969482422,937.530029296875,150.85000610351562,954.719970703125,157.25,2389.52001953125
2017-05-05,37.2400016784668,934.1500244140625,150.24000549316406,950.280029296875,156.60000610351562,2399.2900390625
2017-05-08,38.252498626708984,949.0399780273438,151.05999755859375,958.6900024414062,156.3800048828125,2399.3798828125
2017-05-09,38.497501373291016,952.8200073242188,150.47999572753906,956.7100219726562,157.4600067138672,2396.919921875
2017-05-10,38.314998626708984,948.9500122070312,150.2899932861328,954.8400268554688,160.27999877929688,2399.6298828125
2017-05-11,38.48749923706055,947.6199951171875,150.0399932861328,955.8900146484375,158.5399932861328,2394.43994140625
2017-05-12,39.025001525878906,961.3499755859375,150.3300018310547,955.1400146484375,160.80999755859375,2390.89990234375
2017-05-15,38.92499923706055,957.969970703125,150.19000244140625,959.219970703125,160.02000427246094,2402.320068359375
2017-05-16,38.86750030517578,966.0700073242188,149.77999877929688,964.6099853515625,159.41000366210938,2400.669921875
2017-05-17,37.5625,944.760009765625,144.85000610351562,942.1699829101562,153.1999969482422,2357.030029296875
2017-05-18,38.1349983215332,958.489990234375,147.66000366210938,950.5,155.6999969482422,2365.719970703125
2017-05-19,38.26499938964844,959.8400268554688,148.05999755859375,954.6500244140625,157.02000427246094,2381.72998046875
2017-05-22,38.497501373291016,970.6699829101562,148.24000549316406,964.0700073242188,157.16000366210938,2394.02001953125
2017-05-23,38.45000076293945,971.5399780273438,148.07000732421875,970.5499877929688,157.9499969482422,2398.419921875
2017-05-24,38.334999084472656,980.3499755859375,150.0399932861328,977.6099853515625,157.75,2404.389892578125
2017-05-25,38.467498779296875,993.3800048828125,151.9600067138672,991.8599853515625,163.0500030517578,2415.070068359375
2017-05-26,38.40250015258789,995.780029296875,152.1300048828125,993.27001953125,162.42999267578125,2415.820068359375
2017-05-30,38.41749954223633,996.7000122070312,152.3800048828125,996.1699829101562,163.22000122070312,2412.909912109375
2017-05-31,38.189998626708984,994.6199951171875,151.4600067138672,987.0900268554688,163.07000732421875,2411.800048828125
2017-06-01,38.29499816894531,995.9500122070312,151.52999877929688,988.2899780273438,162.99000549316406,2430.06005859375
2017-06-02,38.86249923706055,1006.72998046875,153.61000061035156,996.1199951171875,165.17999267578125,2439.070068359375
2017-06-05,38.48249816894531,1011.3400268554688,153.6300048828125,1003.8800048828125,165.05999755859375,2436.10009765625
2017-06-06,38.61249923706055,1003.0,152.80999755859375,996.6799926757812,165.1699981689453,2429.330078125
2017-06-07,38.842498779296875,1010.0700073242188,153.1199951171875,1001.5,165.61000061035156,2433.139892578125
2017-06-08,38.747501373291016,1010.27001953125,154.7100067138672,1004.280029296875,165.8800048828125,2433.7900390625
2017-06-09,37.244998931884766,978.3099975585938,149.60000610351562,970.1199951171875,158.02999877929688,2431.77001953125
2017-06-12,36.35499954223633,964.9099731445312,148.44000244140625,961.8099975585938,151.44000244140625,2429.389892578125
2017-06-13,36.647499084472656,980.7899780273438,150.67999267578125,970.5,152.72000122070312,2440.35009765625
2017-06-14,36.290000915527344,976.469970703125,150.25,967.9299926757812,152.1999969482422,2437.919921875
2017-06-15,36.0724983215332,964.1699829101562,149.8000030517578,960.1799926757812,151.75999450683594,2432.4599609375
2017-06-16,35.567501068115234,987.7100219726562,150.63999938964844,958.6199951171875,152.3800048828125,2433.14990234375
2017-06-19,36.584999084472656,995.1699829101562,152.8699951171875,975.219970703125,153.39999389648438,2453.4599609375
2017-06-20,36.252498626708984,992.5900268554688,152.25,968.989990234375,152.0500030517578,2437.030029296875
2017-06-21,36.467498779296875,1002.22998046875,153.91000366210938,978.5900268554688,155.02999877929688,2435.610107421875
2017-06-22,36.407501220703125,1001.2999877929688,153.39999389648438,976.6199951171875,154.88999938964844,2434.5
2017-06-23,36.56999969482422,1003.739990234375,155.07000732421875,986.0900268554688,158.02000427246094,2438.300048828125
2017-06-26,36.45500183105469,993.97998046875,153.58999633789062,972.0900268554688,157.5,2439.070068359375
2017-06-27,35.932498931884766,976.780029296875,150.5800018310547,948.0900268554688,151.02999877929688,2419.3798828125
2017-06-28,36.45750045776367,990.3300170898438,153.24000549316406,961.010009765625,153.41000366210938,2440.68994140625
2017-06-29,35.91999816894531,975.9299926757812,151.0399932861328,937.8200073242188,150.08999633789062,2419.699951171875
2017-06-30,36.005001068115234,968.0,150.97999572753906,929.6799926757812,149.41000366210938,2423.409912109375
2017-07-03,35.875,953.6599731445312,148.42999267578125,919.4600219726562,146.1699981689453,2429.010009765625
2017-07-05,36.022499084472656,971.4000244140625,150.33999633789062,932.260009765625,147.61000061035156,2432.5400390625
2017-07-06,35.682498931884766,965.1400146484375,148.82000732421875,927.6900024414062,146.25,2409.75
2017-07-07,36.04499816894531,978.760009765625,151.44000244140625,940.8099975585938,150.17999267578125,2425.179931640625
2017-07-10,36.26499938964844,996.469970703125,153.5,951.0,152.6699981689453,2427.429931640625
2017-07-11,36.38249969482422,994.1300048828125,155.27000427246094,953.530029296875,154.3300018310547,2425.530029296875
2017-07-12,36.435001373291016,1006.510009765625,158.89999389648438,967.6599731445312,158.75,2443.25
2017-07-13,36.942501068115234,1000.6300048828125,159.25999450683594,968.8499755859375,158.2100067138672,2447.830078125
2017-07-14,37.2599983215332,1001.8099975585938,159.97000122070312,976.9099731445312,161.1199951171875,2459.27001953125
2017-07-17,37.38999938964844,1010.0399780273438,159.72999572753906,975.9600219726562,161.6999969482422,2459.139892578125
2017-07-18,37.52000045776367,1024.449951171875,162.86000061035156,986.9500122070312,183.60000610351562,2460.610107421875
2017-07-19,37.755001068115234,1026.8699951171875,164.13999938964844,992.77001953125,183.86000061035156,2473.830078125
2017-07-20,37.584999084472656,1028.699951171875,164.52999877929688,992.1900024414062,183.60000610351562,2473.449951171875
2017-07-21,37.567501068115234,1025.6700439453125,164.42999267578125,993.8400268554688,188.5399932861328,2472.5400390625
2017-07-24,38.022499084472656,1038.949951171875,166.0,998.3099975585938,187.91000366210938,2469.909912109375
2017-07-25,38.185001373291016,1039.8699951171875,165.27999877929688,969.030029296875,186.97000122070312,2477.1298828125
2017-07-26,38.3650016784668,1052.800048828125,165.61000061035156,965.3099975585938,189.0800018310547,2477.830078125
2017-07-27,37.63999938964844,1046.0,170.44000244140625,952.510009765625,182.67999267578125,2475.419921875
2017-07-28,37.375,1020.0399780273438,172.4499969482422,958.3300170898438,184.0399932861328,2472.10009765625
2017-07-31,37.182498931884766,987.780029296875,169.25,945.5,181.66000366210938,2470.300048828125
2017-08-01,37.51250076293945,996.1900024414062,169.86000061035156,946.5599975585938,182.02999877929688,2476.35009765625
2017-08-02,39.28499984741211,995.8900146484375,169.3000030517578,947.6400146484375,180.74000549316406,2477.570068359375
2017-08-03,38.89250183105469,986.9199829101562,168.58999633789062,940.2999877929688,179.22999572753906,2472.159912109375
2017-08-04,39.09749984741211,987.5800170898438,169.6199951171875,945.7899780273438,180.27000427246094,2476.830078125
2017-08-07,39.70249938964844,992.27001953125,171.97999572753906,945.75,181.3300018310547,2480.909912109375
2017-08-08,40.02000045776367,989.8400268554688,171.22999572753906,944.1900024414062,178.36000061035156,2474.919921875
2017-08-09,40.26499938964844,982.010009765625,171.17999267578125,940.0800170898438,175.77999877929688,2474.02001953125
2017-08-10,38.83000183105469,956.9199829101562,167.39999389648438,923.5900268554688,169.13999938964844,2438.2099609375
2017-08-11,39.369998931884766,967.989990234375,168.0800018310547,930.0900268554688,171.39999389648438,2441.320068359375
2017-08-14,39.962501525878906,983.2999877929688,170.75,938.9299926757812,171.0,2465.840087890625
2017-08-15,40.400001525878906,982.739990234375,171.0,938.0800170898438,168.5,2464.610107421875
2017-08-16,40.23749923706055,978.1799926757812,170.0,944.27001953125,169.97999572753906,2468.110107421875
2017-08-17,39.46500015258789,960.5700073242188,166.91000366210938,927.6599731445312,166.08999633789062,2430.010009765625
2017-08-18,39.375,958.469970703125,167.41000366210938,926.1799926757812,166.5399932861328,2425.550048828125
2017-08-21,39.3025016784668,953.2899780273438,167.77999877929688,920.8699951171875,166.75999450683594,2428.3701171875
2017-08-22,39.94499969482422,966.9000244140625,169.63999938964844,940.4000244140625,169.33999633789062,2452.510009765625
2017-08-23,39.994998931884766,958.0,168.7100067138672,942.5800170898438,169.05999755859375,2444.0400390625
2017-08-24,39.817501068115234,952.4500122070312,167.74000549316406,936.8900146484375,168.1300048828125,2438.969970703125
2017-08-25,39.96500015258789,945.260009765625,166.32000732421875,930.5,165.9499969482422,2443.050048828125
2017-08-28,40.36750030517578,946.02001953125,167.24000549316406,928.1300048828125,167.1199951171875,2444.239990234375
2017-08-29,40.727500915527344,954.0599975585938,168.0500030517578,935.75,168.80999755859375,2446.300048828125
2017-08-30,40.837501525878906,967.5900268554688,169.9199981689453,943.6300048828125,174.69000244140625,2457.590087890625
2017-08-31,41.0,980.5999755859375,171.97000122070312,955.239990234375,174.7100067138672,2471.64990234375
2017-09-01,41.01250076293945,978.25,172.02000427246094,951.989990234375,174.74000549316406,2476.550048828125
2017-09-05,40.52000045776367,965.27001953125,170.72000122070312,941.47998046875,174.52000427246094,2457.85009765625
2017-09-06,40.477500915527344,967.7999877929688,172.08999633789062,942.02001953125,179.25,2465.5400390625
2017-09-07,40.314998626708984,979.469970703125,173.2100067138672,949.8900146484375,179.0,2465.10009765625
2017-09-08,39.657501220703125,965.9000244140625,170.9499969482422,941.4099731445312,176.4199981689453,2461.429931640625
2017-09-11,40.375,977.9600219726562,173.50999450683594,943.2899780273438,181.74000549316406,2488.110107421875
2017-09-12,40.21500015258789,982.5800170898438,172.9600067138672,946.6500244140625,185.14999389648438,2496.47998046875
2017-09-13,39.912498474121094,999.5999755859375,173.0500030517578,950.4400024414062,183.63999938964844,2498.3701171875
2017-09-14,39.56999969482422,992.2100219726562,170.9600067138672,940.1300048828125,182.6300048828125,2495.6201171875
2017-09-15,39.970001220703125,986.7899780273438,171.63999938964844,935.2899780273438,182.35000610351562,2500.22998046875
2017-09-18,39.66749954223633,974.1900024414062,170.00999450683594,929.75,184.6199951171875,2503.8701171875
2017-09-19,39.682498931884766,969.8599853515625,172.52000427246094,936.8599853515625,185.67999267578125,2506.64990234375
2017-09-20,39.01750183105469,973.2100219726562,172.1699981689453,947.5399780273438,185.50999450683594,2508.239990234375
2017-09-21,38.34749984741211,964.6500244140625,171.11000061035156,947.5499877929688,188.77999877929688,2500.60009765625
2017-09-22,37.97249984741211,955.0999755859375,170.5399932861328,943.260009765625,187.35000610351562,2502.219970703125
2017-09-25,37.63750076293945,939.7899780273438,162.8699951171875,934.280029296875,178.5500030517578,2496.659912109375
2017-09-26,38.28499984741211,938.5999755859375,164.2100067138672,937.4299926757812,179.3800048828125,2496.840087890625
2017-09-27,38.557498931884766,950.8699951171875,167.67999267578125,959.9000244140625,181.97000122070312,2507.0400390625
2017-09-28,38.31999969482422,956.4000244140625,168.72999572753906,964.8099975585938,180.6999969482422,2510.06005859375
2017-09-29,38.529998779296875,961.3499755859375,170.8699951171875,973.719970703125,181.35000610351562,2519.360107421875
2017-10-02,38.45249938964844,959.1900024414062,169.47000122070312,967.469970703125,177.00999450683594,2529.1201171875
2017-10-03,38.619998931884766,957.0999755859375,169.9600067138672,972.0800170898438,179.19000244140625,2534.580078125
2017-10-04,38.369998931884766,965.4500122070312,168.4199981689453,966.780029296875,184.4499969482422,2537.739990234375
2017-10-05,38.84749984741211,980.8499755859375,171.24000549316406,985.1900024414062,194.38999938964844,2552.070068359375
2017-10-06,38.82500076293945,989.5800170898438,172.22999572753906,993.6400146484375,198.02000427246094,2549.330078125
2017-10-09,38.959999084472656,990.989990234375,172.5,992.3099975585938,196.8699951171875,2544.72998046875
2017-10-10,38.974998474121094,987.2000122070312,171.58999633789062,987.7999877929688,195.0800018310547,2550.639892578125
2017-10-11,39.13750076293945,995.0,172.74000549316406,1005.6500244140625,194.9499969482422,2555.239990234375
2017-10-12,39.0,1000.9299926757812,172.5500030517578,1005.6500244140625,195.86000061035156,2550.929931640625
2017-10-13,39.247501373291016,1002.9400024414062,173.74000549316406,1007.8699951171875,199.49000549316406,2553.169921875
2017-10-16,39.970001220703125,1006.3400268554688,174.52000427246094,1009.3499755859375,202.67999267578125,2557.639892578125
2017-10-17,40.11750030517578,1009.1300048828125,176.11000061035156,1011.0,199.47999572753906,2559.360107421875
2017-10-18,39.939998626708984,997.0,176.02999877929688,1012.739990234375,195.5399932861328,2561.260009765625
2017-10-19,38.994998931884766,986.6099853515625,174.55999755859375,1001.8400268554688,195.1300048828125,2562.10009765625
2017-10-20,39.0625,982.9099731445312,174.97999572753906,1005.0700073242188,194.16000366210938,2575.2099609375
2017-10-23,39.04249954223633,966.2999877929688,171.27000427246094,985.5399780273438,192.47000122070312,2564.97998046875
2017-10-24,39.275001525878906,975.9000244140625,171.8000030517578,988.489990234375,196.02000427246094,2569.1298828125
2017-10-25,39.102500915527344,972.9099731445312,170.60000610351562,991.4600219726562,193.77000427246094,2557.14990234375
2017-10-26,39.352500915527344,972.4299926757812,170.6300048828125,991.4199829101562,195.2100067138672,2560.39990234375
2017-10-27,40.76250076293945,1100.949951171875,177.8800048828125,1033.6700439453125,199.5399932861328,2581.070068359375
2017-10-30,41.68000030517578,1110.8499755859375,179.8699951171875,1033.1300048828125,198.3699951171875,2572.830078125
2017-10-31,42.2599983215332,1105.280029296875,180.05999755859375,1033.0400390625,196.42999267578125,2575.260009765625
2017-11-01,41.72249984741211,1103.6800537109375,182.66000366210938,1042.5999755859375,198.0,2579.360107421875
2017-11-02,42.02750015258789,1094.219970703125,178.9199981689453,1042.969970703125,199.32000732421875,2579.85009765625
2017-11-03,43.125,1111.5999755859375,178.9199981689453,1049.989990234375,200.00999450683594,2587.840087890625
2017-11-06,43.5625,1120.6600341796875,180.1699981689453,1042.6800537109375,200.1300048828125,2591.1298828125
2017-11-07,43.70249938964844,1123.1700439453125,180.25,1052.3900146484375,195.88999938964844,2590.639892578125
2017-11-08,44.060001373291016,1132.8800048828125,179.55999755859375,1058.2900390625,196.44000244140625,2594.3798828125
2017-11-09,43.970001220703125,1129.1300048828125,179.3000030517578,1047.719970703125,193.89999389648438,2584.6201171875
2017-11-10,43.66749954223633,1125.3499755859375,178.4600067138672,1044.1500244140625,192.02000427246094,2582.300048828125
2017-11-13,43.49250030517578,1129.1700439453125,178.77000427246094,1041.199951171875,195.0800018310547,2584.840087890625
2017-11-14,42.834999084472656,1136.8399658203125,178.07000732421875,1041.6400146484375,195.7100067138672,2578.8701171875
2017-11-15,42.27000045776367,1126.68994140625,177.9499969482422,1036.4100341796875,192.1199951171875,2564.6201171875
2017-11-16,42.775001525878906,1137.2900390625,179.58999633789062,1048.469970703125,195.50999450683594,2585.639892578125
2017-11-17,42.537498474121094,1129.8800048828125,179.0,1035.8900146484375,193.1999969482422,2578.85009765625
2017-11-20,42.494998931884766,1126.31005859375,178.74000549316406,1034.6600341796875,194.10000610351562,2582.139892578125
2017-11-21,43.28499984741211,1139.489990234375,181.86000061035156,1050.300048828125,196.22999572753906,2599.030029296875
2017-11-22,43.7400016784668,1156.1600341796875,180.8699951171875,1051.9200439453125,196.32000732421875,2597.080078125
2017-11-24,43.74250030517578,1186.0,182.77999877929688,1056.52001953125,195.75,2602.419921875
2017-11-27,43.522499084472656,1195.8299560546875,183.02999877929688,1072.010009765625,195.0500030517578,2601.419921875
2017-11-28,43.26750183105469,1193.5999755859375,182.4199981689453,1063.2900390625,199.17999267578125,2627.0400390625
2017-11-29,42.369998931884766,1161.27001953125,175.1300048828125,1037.3800048828125,188.14999389648438,2626.070068359375
2017-11-30,42.962501525878906,1176.75,177.17999267578125,1036.1700439453125,187.5800018310547,2647.580078125
2017-12-01,42.76250076293945,1162.3499755859375,175.10000610351562,1025.0699462890625,186.82000732421875,2642.219970703125
2017-12-04,42.45000076293945,1133.949951171875,171.47000122070312,1011.8699951171875,184.0399932861328,2639.43994140625
2017-12-05,42.40999984741211,1141.5699462890625,172.8300018310547,1019.5999755859375,184.2100067138672,2629.570068359375
2017-12-06,42.252498626708984,1152.3499755859375,176.05999755859375,1032.719970703125,185.3000030517578,2629.27001953125
2017-12-07,42.33000183105469,1159.7900390625,180.13999938964844,1044.5699462890625,185.1999969482422,2636.97998046875
2017-12-08,42.342498779296875,1162.0,179.0,1049.3800048828125,188.5399932861328,2651.5
2017-12-11,43.16749954223633,1168.9200439453125,179.0399932861328,1051.969970703125,186.22000122070312,2659.989990234375
2017-12-12,42.92499923706055,1165.0799560546875,176.9600067138672,1048.77001953125,185.72999572753906,2664.110107421875
2017-12-13,43.067501068115234,1164.1300048828125,178.3000030517578,1051.3900146484375,187.86000061035156,2662.85009765625
2017-12-14,43.05500030517578,1174.260009765625,178.38999938964844,1057.469970703125,189.55999755859375,2652.010009765625
2017-12-15,43.49250030517578,1179.1400146484375,180.17999267578125,1072.0,190.1199951171875,2675.81005859375
2017-12-18,44.10499954223633,1190.5799560546875,180.82000732421875,1085.0899658203125,190.4199981689453,2690.159912109375
2017-12-19,43.6349983215332,1187.3800048828125,179.50999450683594,1079.780029296875,187.02000427246094,2681.469970703125
2017-12-20,43.587501525878906,1177.6199951171875,177.88999938964844,1073.56005859375,188.82000732421875,2679.25
2017-12-21,43.752498626708984,1174.760009765625,177.4499969482422,1070.8499755859375,188.6199951171875,2684.570068359375
2017-12-22,43.752498626708984,1168.3599853515625,177.1999969482422,1068.8599853515625,189.94000244140625,2683.340087890625
2017-12-26,42.64250183105469,1176.760009765625,175.99000549316406,1065.8499755859375,187.75999450683594,2680.5
2017-12-27,42.650001525878906,1182.260009765625,177.6199951171875,1060.199951171875,186.24000549316406,2682.6201171875
2017-12-28,42.77000045776367,1186.0999755859375,177.9199981689453,1055.949951171875,192.7100067138672,2687.5400390625
2017-12-29,42.307498931884766,1169.469970703125,176.4600067138672,1053.4000244140625,191.9600067138672,2673.610107421875
2018-01-02,43.064998626708984,1189.010009765625,181.4199981689453,1073.2099609375,201.07000732421875,2695.81005859375
2018-01-03,43.057498931884766,1204.199951171875,184.6699981689453,1091.52001953125,205.0500030517578,2713.06005859375
2018-01-04,43.25749969482422,1209.5899658203125,184.3300018310547,1095.760009765625,205.6300048828125,2723.989990234375
2018-01-05,43.75,1229.1400146484375,186.85000610351562,1110.2900390625,209.99000549316406,2743.14990234375
2018-01-08,43.587501525878906,1246.8699951171875,188.27999877929688,1114.2099609375,212.0500030517578,2747.7099609375
2018-01-09,43.58250045776367,1252.699951171875,187.8699951171875,1112.7900390625,209.30999755859375,2751.2900390625
2018-01-10,43.5724983215332,1254.3299560546875,187.83999633789062,1110.1400146484375,212.52000427246094,2748.22998046875
2018-01-11,43.81999969482422,1276.6800537109375,187.77000427246094,1112.050048828125,217.24000549316406,2767.56005859375
2018-01-12,44.272499084472656,1305.199951171875,179.3699951171875,1130.6500244140625,221.22999572753906,2786.239990234375
